source,target,nu_gap,within_median,separation,n_reps,max_r2,mean_r2,p_global,q_global
267265_at,267380_at,0.7322908448538565,0.9694420083377823,-0.23715116348392573,2,0.5041071374304747,-34.828220443564454,0.04578187055383407,0.3733208352473362
267265_at,249759_at,0.561034223102224,0.5347308793204623,0.02630334378176169,2,0.5499765066384589,0.3186862884153546,0.08833413346135381,0.3733208352473362
267265_at,260137_at,0.6374362369914961,0.7055368797607495,-0.06810064276925343,2,0.5708923967958394,0.09213676531209494,0.06677432025487715,0.3733208352473362
267265_at,261230_at,0.5579101602000386,0.6355436908383044,-0.07763353063826584,2,0.701759400907577,-60.84865008444022,0.08929428708593375,0.3733208352473362
267265_at,252387_at,0.7214766971260727,0.7612377185680238,-0.03976102144195115,2,0.5322050996576795,-2.535743936936235,0.047571247763278486,0.3733208352473362
245936_at,246831_at,0.6207397041186546,0.26562557123549935,0.3551141328831553,2,0.7532038196495077,0.41097910751537436,0.07109501156548684,0.3733208352473362
245936_at,246554_at,0.8370245728167548,0.784801838323272,0.0522227344934828,2,0.6171406876126123,0.35853574032780633,0.031161349452276,0.3733208352473362
245936_at,267265_at,0.6368600007018604,0.9125512562221844,-0.2756912555203239,2,0.5413364270119558,-0.3126520238306837,0.06694889364116441,0.3733208352473362
245936_at,260137_at,0.8849178071872064,0.49229156698744686,0.3926262401997595,2,0.5491665824417333,0.13423149277049118,0.025094924278793698,0.3733208352473362
245936_at,252956_at,0.5802653277438979,0.6925493435344052,-0.11228401579050729,2,0.635421296720827,-54.94758109029159,0.08204949155501244,0.3733208352473362
245936_at,248596_at,0.7661322763441936,0.27247121089301574,0.4936610654511778,2,0.7331267871257128,0.43343330618283676,0.04002094880635447,0.3733208352473362
245936_at,267063_at,0.6013104021460516,0.6280444018365249,-0.026733999690473298,2,0.575507665780251,0.2339148444747923,0.0764631431938201,0.3733208352473362
248596_at,261914_at,0.8500034759615438,0.5505209509056518,0.299482525055892,2,0.6128253869404245,0.22709942458185212,0.029590188975690657,0.3733208352473362
249759_at,262290_at,0.9188435855803047,0.042103113370205794,0.8767404722100989,2,0.548438855088365,0.2619307699975452,0.020730589621612186,0.3733208352473362
262736_at,247216_at,0.9046748876659718,0.37189129322729064,0.5327835944386812,2,0.5752621426210442,-0.17505062311056457,0.022781826910487496,0.3733208352473362
245936_at,246597_at,0.8059945322610522,0.9983749368300647,-0.1923804045690125,2,0.5826771661940247,-0.5048917599805866,0.03522018068345481,0.3733208352473362
245936_at,248311_at,0.5785049458624839,0.5523646096867049,0.026140336175779044,2,0.6438289776669937,0.11548651824922626,0.08257321171387422,0.3733208352473362
245936_at,250099_at,0.6265426858624449,0.5083668719967958,0.11817581386564913,2,0.5320353213428499,-218.88238265070504,0.06978571116833239,0.3733208352473362
245936_at,247867_at,0.6508532806033965,0.720876987676195,-0.07002370707279848,2,0.5746104405017269,0.0737332586216134,0.06310827914284467,0.3733208352473362
245936_at,257311_at,0.647141925917462,0.8397681604960915,-0.19262623457862948,2,0.6656360518273245,0.2660674448148147,0.06419936280714005,0.3733208352473362
245936_at,262629_at,0.6417961847890898,0.5969060704736009,0.04489011431548895,2,0.8501438119769678,0.5204754643526882,0.06572687993715358,0.3733208352473362
248596_at,248756_at,0.8481187470495251,0.20323781868906202,0.6448809283604631,2,0.673815375560578,-0.45381804108331814,0.02989569240169336,0.3733208352473362
248596_at,260956_at,0.572796589714432,0.3239142915504836,0.2488822981639484,2,0.8693984183780027,0.3568384867916893,0.0845371623096059,0.3733208352473362
248910_at,247525_at,0.8665960880172778,0.20035200642898265,0.6662440815882952,2,0.713851896003344,0.585963921085552,0.0274080216470999,0.3733208352473362
248910_at,267364_at,0.6356036956173637,0.08246441061872689,0.5531392849986368,2,0.7736302481091857,0.5378331942822522,0.06742897045345438,0.3733208352473362
262736_at,245152_at,0.9928441343795071,0.6414904520626259,0.35135368231688124,2,0.6074427701109738,0.14504929760988827,0.009077816086937546,0.3733208352473362
262736_at,252917_at,0.9982413500734574,0.4855470745649187,0.5126942755085386,2,0.6308589979746363,0.1603408089922273,0.007419368917208571,0.3733208352473362
262736_at,258497_at,0.9402252274606555,0.4765972193786519,0.4636280080820036,2,0.5597125925220771,0.13637054906630391,0.017937415441016017,0.3733208352473362
262736_at,245346_at,0.6674440278118392,0.34460273518786605,0.32284129262397315,2,0.87821427664402,0.41332803730217393,0.05909309125823768,0.3733208352473362
262736_at,259990_s_at,0.9486723273855802,0.3200876657322742,0.628584661653306,2,0.6750488583210232,0.1924804168136633,0.017020905163007898,0.3733208352473362
265182_at,253372_at,0.7573402721720923,0.7978850804492159,-0.04054480827712359,2,0.8150057767681328,0.3022968937564626,0.04080652904464714,0.3733208352473362
262736_at,247214_at,0.9504066740065602,0.2311206468513958,0.7192860271551644,2,0.6099402365933586,0.23992403365363002,0.01667175839043338,0.3733208352473362
262736_at,263739_at,0.9739626994883359,0.5185155284571027,0.4554471710312332,2,0.644036897971884,0.16205318507549688,0.012656570505826387,0.3733208352473362
262736_at,247474_at,0.671424632091841,0.24142315173556575,0.4300014803562753,2,0.8754000235616679,0.4095594403709148,0.05839479771308864,0.3733208352473362
262736_at,267005_at,0.7548718352475111,0.1344838628763541,0.620387972371157,2,0.5042199469184052,0.20987612771826672,0.04137389255008074,0.3733208352473362
262736_at,253039_at,0.9092091605048958,0.45823999858587383,0.4509691619190219,2,0.6411138488941597,0.23185901124655567,0.02212717671191027,0.3733208352473362
262736_at,262629_at,0.9129423619685356,0.39585446048231265,0.517087901486223,2,0.6985868017128166,0.298039679408927,0.021690743246192117,0.3733208352473362
262736_at,262503_at,0.9877826405485236,0.5673856471279997,0.42039699342052395,2,0.5740202814360669,0.06382002098481016,0.010343473137520185,0.3733208352473362
262736_at,264898_at,0.7020327506702477,0.32122151432513285,0.3808112363451149,2,0.6307989152177061,0.15492394368380372,0.05193558242046,0.3733208352473362
262736_at,261480_at,0.7969015738913301,0.20185565007052697,0.5950459238208031,2,0.7013018587872253,0.342378408787266,0.03648583773403745,0.3733208352473362
262736_at,247443_at,0.9482636155110697,0.3281546991693048,0.620108916341765,2,0.7362843153131451,0.2897632550971325,0.017020905163007898,0.3733208352473362
262736_at,262290_at,0.9894464740219918,0.4166792153778463,0.5727672586441455,2,0.6091264991141472,0.2133262930079569,0.009907039671802034,0.3733208352473362
